Image;Perspective;Segmented;Similarity;Area Original Mask;Area Mask
BraTS20_Training_264;Coronal;False;0.0;0.0;0.0
BraTS20_Training_264;Axial;False;0.0;0.0;0.0
BraTS20_Training_264;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_265;Coronal;False;0.0;0.0;0.0
BraTS20_Training_265;Axial;False;0.0;0.0;0.0
BraTS20_Training_265;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_266;Coronal;False;0.0;0.0;0.0
BraTS20_Training_266;Axial;False;0.0;0.0;0.0
BraTS20_Training_266;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_267;Coronal;False;0.0;0.0;0.0
BraTS20_Training_267;Axial;False;0.0;0.0;0.0
BraTS20_Training_267;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_268;Coronal;False;0.0;0.0;0.0
BraTS20_Training_268;Axial;False;0.0;0.0;0.0
BraTS20_Training_268;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_269;Coronal;False;0.0;0.0;0.0
BraTS20_Training_269;Axial;False;0.0;0.0;0.0
BraTS20_Training_269;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_270;Coronal;True;0.35313762877683774;34207.5;10888.5
BraTS20_Training_270;Axial;True;0.14148053210495748;24305.0;12167.0
BraTS20_Training_270;Sagittal;True;0.4098453990084526;53126.5;18515.0
BraTS20_Training_271;Coronal;False;0.0;0.0;0.0
BraTS20_Training_271;Axial;False;0.0;0.0;0.0
BraTS20_Training_271;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_272;Coronal;False;0.0;0.0;0.0
BraTS20_Training_272;Axial;False;0.0;0.0;0.0
BraTS20_Training_272;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_273;Coronal;False;0.0;0.0;0.0
BraTS20_Training_273;Axial;False;0.0;0.0;0.0
BraTS20_Training_273;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_274;Coronal;False;0.0;0.0;0.0
BraTS20_Training_274;Axial;False;0.0;0.0;0.0
BraTS20_Training_274;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_275;Coronal;False;0.0;0.0;0.0
BraTS20_Training_275;Axial;False;0.0;0.0;0.0
BraTS20_Training_275;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_276;Coronal;True;0.19710550432116614;5421.5;3774.0
BraTS20_Training_276;Axial;True;0.08167746490978522;2935.0;2182.5
BraTS20_Training_276;Sagittal;True;0.18593266582594317;5557.5;3007.0
BraTS20_Training_277;Coronal;True;0.16875874663173396;3543.5;2098.0
BraTS20_Training_277;Axial;True;0.18811327536896405;2707.5;1160.5
BraTS20_Training_277;Sagittal;True;0.4393647371716716;3679.5;1946.5
BraTS20_Training_278;Coronal;False;0.0;0.0;0.0
BraTS20_Training_278;Axial;False;0.0;0.0;0.0
BraTS20_Training_278;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_279;Coronal;False;0.0;0.0;0.0
BraTS20_Training_279;Axial;False;0.0;0.0;0.0
BraTS20_Training_279;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_280;Coronal;True;0.09285927950637646;2235.5;1657.5
BraTS20_Training_280;Axial;True;0.16878912149081482;1136.0;581.5
BraTS20_Training_280;Sagittal;True;0.18333037649046463;1774.0;901.5
BraTS20_Training_281;Coronal;False;0.0;0.0;0.0
BraTS20_Training_281;Axial;False;0.0;0.0;0.0
BraTS20_Training_281;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_282;Coronal;True;0.3977370684098793;9093.5;585.5
BraTS20_Training_282;Axial;True;0.4474322089587778;8780.5;1705.5
BraTS20_Training_282;Sagittal;True;0.06403102418096232;10719.0;2234.5
BraTS20_Training_283;Coronal;False;0.0;0.0;0.0
BraTS20_Training_283;Axial;False;0.0;0.0;0.0
BraTS20_Training_283;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_284;Coronal;False;0.0;0.0;0.0
BraTS20_Training_284;Axial;False;0.0;0.0;0.0
BraTS20_Training_284;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_285;Coronal;False;0.0;0.0;0.0
BraTS20_Training_285;Axial;False;0.0;0.0;0.0
BraTS20_Training_285;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_286;Coronal;False;0.0;0.0;0.0
BraTS20_Training_286;Axial;False;0.0;0.0;0.0
BraTS20_Training_286;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_287;Coronal;False;0.0;0.0;0.0
BraTS20_Training_287;Axial;False;0.0;0.0;0.0
BraTS20_Training_287;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_288;Coronal;True;0.46692560924340276;21021.5;5883.5
BraTS20_Training_288;Axial;True;0.05004191159919802;17195.5;11129.5
BraTS20_Training_288;Sagittal;True;0.19703084277170232;21885.5;10984.5
BraTS20_Training_289;Coronal;True;0.22168278670377883;25536.0;7607.5
BraTS20_Training_289;Axial;False;0.0;0.0;0.0
BraTS20_Training_289;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_290;Coronal;True;38.37837160178945;6757.5;20252.5
BraTS20_Training_290;Axial;True;0.0975761673157664;4144.5;2714.5
BraTS20_Training_290;Sagittal;True;0.2867336925026376;6623.0;3029.5
BraTS20_Training_291;Coronal;False;0.0;0.0;0.0
BraTS20_Training_291;Axial;False;0.0;0.0;0.0
BraTS20_Training_291;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_292;Coronal;False;0.0;0.0;0.0
BraTS20_Training_292;Axial;False;0.0;0.0;0.0
BraTS20_Training_292;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_293;Coronal;False;0.0;0.0;0.0
BraTS20_Training_293;Axial;False;0.0;0.0;0.0
BraTS20_Training_293;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_294;Coronal;False;0.0;0.0;0.0
BraTS20_Training_294;Axial;False;0.0;0.0;0.0
BraTS20_Training_294;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_295;Coronal;False;0.0;0.0;0.0
BraTS20_Training_295;Axial;False;0.0;0.0;0.0
BraTS20_Training_295;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_296;Coronal;False;0.0;0.0;0.0
BraTS20_Training_296;Axial;False;0.0;0.0;0.0
BraTS20_Training_296;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_297;Coronal;False;0.0;0.0;0.0
BraTS20_Training_297;Axial;False;0.0;0.0;0.0
BraTS20_Training_297;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_298;Coronal;False;0.0;0.0;0.0
BraTS20_Training_298;Axial;False;0.0;0.0;0.0
BraTS20_Training_298;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_299;Coronal;False;0.0;0.0;0.0
BraTS20_Training_299;Axial;False;0.0;0.0;0.0
BraTS20_Training_299;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_300;Coronal;False;0.0;0.0;0.0
BraTS20_Training_300;Axial;False;0.0;0.0;0.0
BraTS20_Training_300;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_301;Coronal;False;0.0;0.0;0.0
BraTS20_Training_301;Axial;False;0.0;0.0;0.0
BraTS20_Training_301;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_302;Coronal;False;0.0;0.0;0.0
BraTS20_Training_302;Axial;False;0.0;0.0;0.0
BraTS20_Training_302;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_303;Coronal;False;0.0;0.0;0.0
BraTS20_Training_303;Axial;False;0.0;0.0;0.0
BraTS20_Training_303;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_304;Coronal;False;0.0;0.0;0.0
BraTS20_Training_304;Axial;False;0.0;0.0;0.0
BraTS20_Training_304;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_305;Coronal;False;0.0;0.0;0.0
BraTS20_Training_305;Axial;False;0.0;0.0;0.0
BraTS20_Training_305;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_306;Coronal;False;0.0;0.0;0.0
BraTS20_Training_306;Axial;False;0.0;0.0;0.0
BraTS20_Training_306;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_307;Coronal;False;0.0;0.0;0.0
BraTS20_Training_307;Axial;False;0.0;0.0;0.0
BraTS20_Training_307;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_308;Coronal;False;0.0;0.0;0.0
BraTS20_Training_308;Axial;False;0.0;0.0;0.0
BraTS20_Training_308;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_309;Coronal;False;0.0;0.0;0.0
BraTS20_Training_309;Axial;False;0.0;0.0;0.0
BraTS20_Training_309;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_310;Coronal;False;0.0;0.0;0.0
BraTS20_Training_310;Axial;False;0.0;0.0;0.0
BraTS20_Training_310;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_311;Coronal;True;0.8144054536217182;11026.5;1619.5
BraTS20_Training_311;Axial;True;0.5685992800174328;5631.0;620.5
BraTS20_Training_311;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_312;Coronal;False;0.0;0.0;0.0
BraTS20_Training_312;Axial;False;0.0;0.0;0.0
BraTS20_Training_312;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_313;Coronal;False;0.0;0.0;0.0
BraTS20_Training_313;Axial;False;0.0;0.0;0.0
BraTS20_Training_313;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_314;Coronal;True;0.7338636210845997;5052.5;3296.5
BraTS20_Training_314;Axial;False;0.0;0.0;0.0
BraTS20_Training_314;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_315;Coronal;True;4.70878743330341;17926.5;6729.0
BraTS20_Training_315;Axial;True;4.3327258821536665;11767.0;5703.5
BraTS20_Training_315;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_316;Coronal;False;0.0;0.0;0.0
BraTS20_Training_316;Axial;False;0.0;0.0;0.0
BraTS20_Training_316;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_317;Coronal;False;0.0;0.0;0.0
BraTS20_Training_317;Axial;False;0.0;0.0;0.0
BraTS20_Training_317;Sagittal;True;0.2696057280357151;7807.0;2980.0
BraTS20_Training_318;Coronal;False;0.0;0.0;0.0
BraTS20_Training_318;Axial;False;0.0;0.0;0.0
BraTS20_Training_318;Sagittal;True;11.173878680968947;67164.5;8733.5
BraTS20_Training_319;Coronal;False;0.0;0.0;0.0
BraTS20_Training_319;Axial;False;0.0;0.0;0.0
BraTS20_Training_319;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_320;Coronal;False;0.0;0.0;0.0
BraTS20_Training_320;Axial;False;0.0;0.0;0.0
BraTS20_Training_320;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_321;Coronal;False;0.0;0.0;0.0
BraTS20_Training_321;Axial;False;0.0;0.0;0.0
BraTS20_Training_321;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_322;Coronal;False;0.0;0.0;0.0
BraTS20_Training_322;Axial;False;0.0;0.0;0.0
BraTS20_Training_322;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_323;Coronal;False;0.0;0.0;0.0
BraTS20_Training_323;Axial;False;0.0;0.0;0.0
BraTS20_Training_323;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_324;Coronal;False;0.0;0.0;0.0
BraTS20_Training_324;Axial;False;0.0;0.0;0.0
BraTS20_Training_324;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_325;Coronal;False;0.0;0.0;0.0
BraTS20_Training_325;Axial;False;0.0;0.0;0.0
BraTS20_Training_325;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_326;Coronal;True;0.5801660034260858;37979.0;3230.0
BraTS20_Training_326;Axial;True;7.600230875578461;26147.0;18617.0
BraTS20_Training_326;Sagittal;True;0.11419227464335663;52276.5;332.5
BraTS20_Training_327;Coronal;False;0.0;0.0;0.0
BraTS20_Training_327;Axial;False;0.0;0.0;0.0
BraTS20_Training_327;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_328;Coronal;False;0.0;0.0;0.0
BraTS20_Training_328;Axial;False;0.0;0.0;0.0
BraTS20_Training_328;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_329;Coronal;False;0.0;0.0;0.0
BraTS20_Training_329;Axial;False;0.0;0.0;0.0
BraTS20_Training_329;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_330;Coronal;False;0.0;0.0;0.0
BraTS20_Training_330;Axial;False;0.0;0.0;0.0
BraTS20_Training_330;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_331;Coronal;True;0.7168525193411093;5696.0;1090.5
BraTS20_Training_331;Axial;False;0.0;0.0;0.0
BraTS20_Training_331;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_332;Coronal;True;0.1452391637600483;3317.0;1605.0
BraTS20_Training_332;Axial;True;0.0621557391916257;2501.5;1709.0
BraTS20_Training_332;Sagittal;True;0.20837193984235589;3806.5;1777.0
BraTS20_Training_333;Coronal;False;0.0;0.0;0.0
BraTS20_Training_333;Axial;False;0.0;0.0;0.0
BraTS20_Training_333;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_334;Coronal;True;0.42284796392560325;11808.0;7247.0
BraTS20_Training_334;Axial;True;0.15876014828734847;6644.0;3041.5
BraTS20_Training_334;Sagittal;True;0.7194998972140181;11151.0;3374.0
BraTS20_Training_335;Coronal;False;0.0;0.0;0.0
BraTS20_Training_335;Axial;False;0.0;0.0;0.0
BraTS20_Training_335;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_336;Coronal;True;0.5957223101957538;26765.0;12019.5
BraTS20_Training_336;Axial;True;0.8031991728846262;18853.0;12651.5
BraTS20_Training_336;Sagittal;True;1.81573284936528;37122.5;13397.5
BraTS20_Training_337;Coronal;True;0.10863672345273345;23432.5;17320.5
BraTS20_Training_337;Axial;True;0.19204371895233258;15496.5;11859.0
BraTS20_Training_337;Sagittal;True;0.15715090739517265;29769.0;17892.5
BraTS20_Training_338;Coronal;True;0.09619000657241339;28499.0;18705.5
BraTS20_Training_338;Axial;True;0.29894600174950803;22230.5;10592.0
BraTS20_Training_338;Sagittal;True;0.22434957887265802;33361.0;12528.5
BraTS20_Training_339;Coronal;True;0.8419966755547961;27732.0;24241.0
BraTS20_Training_339;Axial;True;0.372987854380864;17499.0;15440.0
BraTS20_Training_339;Sagittal;True;0.5230163196725826;34985.5;19000.0
BraTS20_Training_340;Coronal;True;0.45537641917680766;24444.0;12444.0
BraTS20_Training_340;Axial;True;0.09872616043336407;22759.5;17074.0
BraTS20_Training_340;Sagittal;True;1.4587065691421193;25099.5;10521.5
BraTS20_Training_341;Coronal;False;0.0;0.0;0.0
BraTS20_Training_341;Axial;True;0.28653413893615526;5100.0;3036.5
BraTS20_Training_341;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_342;Coronal;False;0.0;0.0;0.0
BraTS20_Training_342;Axial;False;0.0;0.0;0.0
BraTS20_Training_342;Sagittal;True;2.1861476761749588;47319.5;6826.0
BraTS20_Training_343;Coronal;True;0.16880404766609938;23980.0;22636.5
BraTS20_Training_343;Axial;True;0.08893751728455868;19566.5;16306.5
BraTS20_Training_343;Sagittal;True;0.07046385085776466;30524.5;23214.0
BraTS20_Training_344;Coronal;False;0.0;0.0;0.0
BraTS20_Training_344;Axial;True;0.3866664355614915;8402.5;4719.0
BraTS20_Training_344;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_345;Coronal;True;0.07879893953544206;7901.5;2801.0
BraTS20_Training_345;Axial;False;0.0;0.0;0.0
BraTS20_Training_345;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_346;Coronal;True;88.38414957959283;25051.5;10029.0
BraTS20_Training_346;Axial;True;6.4679172811791386;19888.0;5574.0
BraTS20_Training_346;Sagittal;True;3.3031962480854355;37146.5;14286.0
BraTS20_Training_347;Coronal;True;0.13875868454775742;16963.0;11650.0
BraTS20_Training_347;Axial;True;0.3315108347520343;11707.0;5070.5
BraTS20_Training_347;Sagittal;True;0.06674173968666969;26466.5;17971.5
BraTS20_Training_348;Coronal;True;1.584596648360972;24684.0;17145.5
BraTS20_Training_348;Axial;True;0.3912189690137458;17184.0;8839.0
BraTS20_Training_348;Sagittal;True;0.342004080182412;33291.5;13458.5
BraTS20_Training_349;Coronal;True;1.005852801493191;31716.0;15384.0
BraTS20_Training_349;Axial;True;3.4883789743944003;38589.5;10445.0
BraTS20_Training_349;Sagittal;True;1.4649402966879768;41418.0;12489.5
BraTS20_Training_350;Coronal;True;0.6279275953280301;22861.0;14431.5
BraTS20_Training_350;Axial;True;0.8979860685238457;15838.5;10861.0
BraTS20_Training_350;Sagittal;True;0.14975821807951228;29204.0;19051.0
BraTS20_Training_351;Coronal;True;0.09540597810148338;13157.0;7652.5
BraTS20_Training_351;Axial;True;0.24025799731423556;9815.0;5479.5
BraTS20_Training_351;Sagittal;True;0.20717778318998603;16671.0;10781.5
BraTS20_Training_352;Coronal;True;0.26549400687990554;10041.0;6049.5
BraTS20_Training_352;Axial;False;0.0;0.0;0.0
BraTS20_Training_352;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_353;Coronal;True;0.2877897190610294;8918.0;8279.5
BraTS20_Training_353;Axial;True;0.42459868424857866;8575.5;5677.5
BraTS20_Training_353;Sagittal;True;0.03743653918423728;12627.0;11116.0
BraTS20_Training_354;Coronal;False;0.0;0.0;0.0
BraTS20_Training_354;Axial;True;4.744099374791147;27913.5;6997.5
BraTS20_Training_354;Sagittal;True;1.011370222567493;40988.5;15455.5
BraTS20_Training_355;Coronal;True;0.2663617770188781;32946.0;21082.0
BraTS20_Training_355;Axial;True;0.09342889747352467;24359.0;18091.0
BraTS20_Training_355;Sagittal;True;0.019041161827860947;46363.0;32406.0
BraTS20_Training_356;Coronal;False;0.0;0.0;0.0
BraTS20_Training_356;Axial;True;0.08191689517411804;9981.0;8715.5
BraTS20_Training_356;Sagittal;True;0.11975536884898988;21348.0;14329.5
BraTS20_Training_357;Coronal;False;0.0;0.0;0.0
BraTS20_Training_357;Axial;True;16.166285885854524;14916.5;2753.0
BraTS20_Training_357;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_358;Coronal;True;0.2990494260264978;11230.5;5343.0
BraTS20_Training_358;Axial;True;0.14225164592300057;9234.5;4316.0
BraTS20_Training_358;Sagittal;True;0.2817795865871354;13354.5;8064.0
BraTS20_Training_359;Coronal;True;0.3272616429425838;28234.5;13718.5
BraTS20_Training_359;Axial;True;0.10514143044403318;15860.5;10880.5
BraTS20_Training_359;Sagittal;True;1.4048881837632554;26006.0;9557.0
BraTS20_Training_360;Coronal;True;0.9497154153900627;25855.5;11746.5
BraTS20_Training_360;Axial;True;0.05022383507925354;22365.0;14994.0
BraTS20_Training_360;Sagittal;True;0.08323017856865916;23860.5;16464.5
BraTS20_Training_361;Coronal;False;0.0;0.0;0.0
BraTS20_Training_361;Axial;False;0.0;0.0;0.0
BraTS20_Training_361;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_362;Coronal;False;0.0;0.0;0.0
BraTS20_Training_362;Axial;False;0.0;0.0;0.0
BraTS20_Training_362;Sagittal;False;0.0;0.0;0.0
BraTS20_Training_363;Coronal;True;0.3258853173677303;26144.0;24117.0
BraTS20_Training_363;Axial;True;0.04799710706356461;23305.0;18103.0
BraTS20_Training_363;Sagittal;True;0.7379932815751296;35555.0;16810.5
BraTS20_Training_364;Coronal;True;0.8844438252136683;20186.0;6737.0
BraTS20_Training_364;Axial;True;0.12367597421410045;18420.0;11877.5
BraTS20_Training_364;Sagittal;True;0.11549009669963023;34502.5;25233.5
BraTS20_Training_365;Coronal;True;0.05799182222229929;26243.5;21866.0
BraTS20_Training_365;Axial;True;0.010471401835748712;20838.0;19110.0
BraTS20_Training_365;Sagittal;True;0.01140172062448902;27802.0;24301.0
BraTS20_Training_366;Coronal;True;0.32857408264609134;15974.5;6716.5
BraTS20_Training_366;Axial;True;0.2812953204622133;14235.5;10239.5
BraTS20_Training_366;Sagittal;True;0.17045383861283503;27416.5;3610.0
BraTS20_Training_367;Coronal;True;0.091690407136434;12091.0;7361.0
BraTS20_Training_367;Axial;True;0.27442163581884527;11214.0;6803.0
BraTS20_Training_367;Sagittal;True;0.1153458894392802;20579.0;10987.0
BraTS20_Training_368;Coronal;False;0.0;0.0;0.0
BraTS20_Training_368;Axial;True;0.106511585669742;8267.5;5046.0
BraTS20_Training_368;Sagittal;True;0.5397357293586917;16907.5;3592.0
BraTS20_Training_369;Coronal;False;0.0;0.0;0.0
BraTS20_Training_369;Axial;True;0.029218172512237683;20528.0;11544.5
BraTS20_Training_369;Sagittal;True;0.11574269215431604;45388.5;28421.0
